Term ID,Class,Description,Status,Effective Date,Type,Notes,TM5,NCL Version
007-115,7,Electric egg beaters,A,04-02-1991,GOODS,,,"""07-1997"""
007-1149,7,Industrial engines,A,04/26/2007,GOODS,,,"""09-2007"""
007-1148,7,"Industrial machinery, namely, electromechanical marking machines",A,04/26/2007,GOODS,,,"""09-2007"""
007-1147,7,Clothes washing machine featuring a spray rinse system,A,04/26/2007,GOODS,,,"""09-2007"""
007-1146,7,Linear motions machines for moving objects,A,04/26/2007,GOODS,,,"""09-2007"""
007-1145,7,Gas turbine engines not for land vehicles and replacement parts,A,04/26/2007,GOODS,,,"""09-2007"""
007-1144,7,Wheel chair lifts for use in the home,A,04/19/2007,GOODS,,,"""09-2007"""
007-1143,7,Gas cutting guns,A,04/19/2007,GOODS,,,"""09-2007"""
007-1142,7,Gas welding guns,A,04/19/2007,GOODS,,,"""09-2007"""
007-1141,7,Portable electric power generators,A,03/29/2007,GOODS,,,"""09-2007"""
007-114,7,Electric coffee grinders,A,04-02-1991,GOODS,,,"""07-1997"""
007-1139,7,Electric power generators for indoor use,A,03/29/2007,GOODS,,,"""09-2007"""
007-1138,7,"Rail switch for an industrial conveyor assembly comprising straight and curved rails, upright bridge framework and pivoting gates for the transfer of product from one rail to another",A,03/22/2007,GOODS,,,"""09-2007"""
007-1137,7,"Pneumatic controls for machines, motors and engines",A,03/22/2007,GOODS,,,"""09-2007"""
007-1135,7,Electrical ultrasonic cleaning units for {indicate goods to be cleaned},A,03-01-2007,GOODS,,,"""09-2007"""
007-1134,7,Powered hole openers used to enlarge holes in the ground,A,03-01-2007,GOODS,,,"""09-2007"""
007-1133,7,Glow plugs,A,02/15/2007,GOODS,,,"""09-2007"""
007-1132,7,Power machines for cutting and splitting logs for firewood,A,02/15/2007,GOODS,,T,"""09-2007"""
006-684,6,"Metal locks for {indicate article to be locked, e.g., doors, windows, desks}",A,10-01-2005,GOODS,,,"""08-2002"""
006-682,6,Metal shelf brackets,A,09-01-2005,GOODS,Metal shelf brackets sold as a unit with shelving are in Class 20.,,"""08-2002"""
006-681,6,Doorway barriers made of metal,A,09-01-2005,GOODS,,,"""08-2002"""
006-68,6,Metal couplings for fire hoses,A,04-02-1991,GOODS,,,"""07-1997"""
006-678,6,Metal bleachers,A,08-01-2005,GOODS,,,"""08-2002"""
006-677,6,Metal shelter structures,A,08-01-2005,GOODS,,,"""08-2002"""
006-676,6,Metal storm water dry wells,A,06-01-2005,GOODS,,,"""08-2002"""
006-672,6,Wrought iron decorative artwork,A,04-01-2005,GOODS,,,"""08-2002"""
006-671,6,"Metal pontoons and structural supports therefor, used to support decking",A,03-01-2005,GOODS,,,"""08-2002"""
006-670,6,Industrial metal hoses,A,03-01-2005,GOODS,,,"""08-2002"""
006-67,6,Metal cotter pins,A,04-02-1991,GOODS,,,"""07-1997"""
006-669,6,Metal taps for beer kegs,M,03-01-2005,GOODS,"Based on Nice Agreement entries, taps for kegs are classified by material composition. This item transferred from 8 to 6 with specification that they are made of metal. Nonmetal taps for kegs are in 20.",,"""08-2002"""
006-668,6,"Small items of metal hardware, namely, high security locks and sheet metal plates primarily for the casino and gaming industry",A,01-01-2005,GOODS,,,"""08-2002"""
006-666,6,Metal formwork tables [scaffolding],A,11-01-2004,GOODS,,,"""08-2002"""
006-665,6,Solder cream,A,11-01-2004,GOODS,,,"""08-2002"""
006-664,6,Metal axe spacers,A,11-01-2004,GOODS,,,"""08-2002"""
006-662,6,Clips of metal,D,09-01-2004,GOODS,,,"""09-2007"""
007-1556,7,Polishing discs for automated wet-polishing multi-head machines,A,09-09-2010,GOODS,,,"""09-2007"""
007-1555,7,Machines for udder cleaning and washing of dairy cows,A,09-02-2010,GOODS,,,"""09-2007"""
007-1554,7,Trims for engine exhausts,A,08/19/2010,GOODS,,,"""09-2007"""
007-1552,7,Alternators,A,08/19/2010,GOODS,,T,"""09-2007"""
007-1551,7,Electronic label printing machines for commercial use,A,08-12-2010,GOODS,,,"""09-2007"""
007-1550,7,Self-propelled road sweeping machines,A,08-12-2010,GOODS,,T,"""09-2007"""
007-1549,7,Industrial mixer for mixing liquids in the pharmaceutical and chemical industries,A,08-12-2010,GOODS,,,"""09-2007"""
007-1548,7,Disposable industrial mixer for mixing liquids in the pharmaceutical and chemical industries,A,08-12-2010,GOODS,,,"""09-2007"""
007-1547,7,"Machine parts, namely, mandrels",A,08-12-2010,GOODS,,,"""09-2007"""
007-1546,7,"Machine parts, namely, metal grounding bushings",A,08-12-2010,GOODS,,,"""09-2007"""
007-1545,7,"Machine elements not for land vehicles, namely, turntables and their rotating devices",A,08-12-2010,GOODS,,,"""09-2007"""
007-1544,7,Polishing system for use in single-head machines comprising grinding and polishing discs for stone profiling and edges,A,08-12-2010,GOODS,,,"""09-2007"""
007-1543,7,Industrial photochemical reactors,A,08-05-2010,GOODS,,,"""09-2007"""
007-1541,7,"Water treatment equipment, namely, pumps for use in irrigation systems",A,08-05-2010,GOODS,,,"""09-2007"""
007-1540,7,Electric motors for toys,A,08-05-2010,GOODS,,,"""09-2007"""
007-1539,7,Miniature electric motors for toys,A,08-05-2010,GOODS,,,"""09-2007"""
007-1538,7,Miniature motors for use in motorized toys,A,08-05-2010,GOODS,,,"""09-2007"""
007-1537,7,Motors for medical machines and apparatus,A,08-05-2010,GOODS,,,"""09-2007"""
007-1536,7,"Compressed air machine components, namely, cylinders, valves and air grips",A,07/29/2010,GOODS,,,"""09-2007"""
007-1131,7,Automotive frame stretching machines,A,02-01-2007,GOODS,,,"""09-2007"""
007-1130,7,"Machines, namely, sublimation heat transfer presses",A,01/25/2007,GOODS,,,"""09-2007"""
007-1129,7,"Machines, namely, heat transfer presses",A,01/25/2007,GOODS,,,"""09-2007"""
007-1128,7,"Power-driven cleaning device for industrial air pollution control equipment, namely, a device that produces high intensity impulse waves that loosen collected or impacted dust and debris without damaging the equipment",A,01/25/2007,GOODS,,,"""09-2007"""
007-1127,7,"AC variable frequency drives that are used to control small and medium-sized motors in applications such as manufacturing processes, HVAC and pumps",A,01/18/2007,GOODS,,,"""09-2007"""
007-1126,7,Dishwashers,A,12/28/2006,GOODS,,T,"""08-2002"""
007-1125,7,"Variable speed wash system comprised of a variable speed motor, pulley and flywheel drive system and sold as an integral component of clothes washing machines",X,11/16/2006,GOODS,"01-16-2014: Entry status changed from ""A"" added to ""X"" example.",,"""10-2014"""
007-1120,7,Machine used for process filtration in the pharmaceutical industry,A,11-01-2004,GOODS,,,"""08-2002"""
007-112,7,Electric can openers,A,04-02-1991,GOODS,,,"""07-1997"""
007-1116,7,Agricultural seed planting machine,A,09-01-2004,GOODS,,T,"""08-2002"""
007-1113,7,Power-operated boat lifts,A,08-01-2004,GOODS,,T,"""08-2002"""
007-1112,7,Robotic vacuum cleaners,A,08-01-2004,GOODS,,T,"""08-2002"""
007-1111,7,Fuel injector parts for land and water vehicle engines,A,08-01-2004,GOODS,,T,"""08-2002"""
007-1110,7,Cylinders for mills and for use in the manufacture of colorants and chocolate,A,07/20/2004,GOODS,,,"""09-2007"""
007-111,7,Egg incubators,A,04-02-1991,GOODS,,,"""07-1997"""
007-1109,7,"Timing belts for machines, motors and engines used in industrial applications",A,07/20/2004,GOODS,,,"""09-2007"""
007-1108,7,Power-operated jig saws,M,07/20/2004,GOODS,9-16-10 Power-operated was added to the id to differentiate it from hand-operated jig saws in Class 8.,T,"""09-2007"""
007-1107,7,Transmission belts not for land vehicles,A,07/20/2004,GOODS,,,"""09-2007"""
007-1106,7,Windmills,A,09-01-2003,GOODS,,T,"""08-2002"""
007-1105,7,Laser welding machines,A,08-01-2002,GOODS,,T,"""08-2002"""
007-1104,7,Steam cleaning machines,A,08-06-2001,GOODS,,T,"""07-1997"""
007-1101,7,Semiconductor wafer processing machines,A,06-01-2001,GOODS,,T,"""07-1997"""
007-1100,7,"Polishing machines for use in grinding and polishing metal, wood, ceramics and plastics",A,06-01-2001,GOODS,,,"""07-1997"""
007-110,7,"Earth moving machines, namely, scrapers",A,04-02-1991,GOODS,,,"""07-1997"""
007-11,7,Pistons for {indicate use},A,04-02-1991,GOODS,,,"""08-2002"""
007-1099,7,Pump control valves,A,06-01-2001,GOODS,"Note that manually operated metal valves are in Class 6; automatic control valves are in Class 9; valves for plumbing and heating and cooling installations are in Class 11; rubber, manually operated valves are in Class 17 and plastic, manually operated valves are in Class 20. These control valves are specifically for pumps so they may stay in 7.",T,"""07-1997"""
007-1098,7,Metal extrusion presses,A,06-01-2001,GOODS,,T,"""07-1997"""
007-1095,7,Cam shafts,A,06-01-2001,GOODS,,T,"""07-1997"""
007-1094,7,Stair lifts,A,06-01-2001,GOODS,,T,"""07-1997"""
007-1093,7,Snow blowers,A,06-01-2001,GOODS,,T,"""07-1997"""
007-1091,7,"Agricultural implements, namely, hay balers",A,06-01-2001,GOODS,,,"""09-2007"""
007-1090,7,Band saws,A,06-01-2001,GOODS,,T,"""07-1997"""
007-109,7,"Earth moving machines, namely, scarifiers",A,04-02-1991,GOODS,,,"""07-1997"""
007-1089,7,Circular saws,A,06-01-2001,GOODS,,T,"""07-1997"""
007-1088,7,Abrasive disks for power-operated sanders,A,06-01-2001,GOODS,,,"""07-1997"""
007-1087,7,Abrasive belts for power-operated sanders,A,06-01-2001,GOODS,,,"""07-1997"""
007-1086,7,Engine bearings,A,06-01-2001,GOODS,,T,"""07-1997"""
007-1085,7,Floor sanders,A,06-01-2001,GOODS,,T,"""07-1997"""
007-1082,7,Electric juice extractors,A,04-12-1999,GOODS,,T,"""07-1997"""
007-1080,7,Pneumatic door closers,A,01-02-1997,GOODS,,T,"""07-1997"""
007-108,7,"Earth moving machines, namely, loaders",A,04-02-1991,GOODS,,,"""07-1997"""
007-1079,7,Vehicle washing machines,A,01-02-1997,GOODS,,T,"""07-1997"""
007-1078,7,Hydraulic door closers,A,01-02-1997,GOODS,,T,"""07-1997"""
006-615,6,Metal containers for compressed gas or liquid air,A,07/20/2004,GOODS,,T,"""08-2002"""
006-614,6,Metal connectors for decking and decking joists,A,07/20/2004,GOODS,,T,"""08-2002"""
006-613,6,Metal brackets for use in the construction and assembly of decking,A,07/20/2004,GOODS,,T,"""08-2002"""
006-611,6,Metal beverage cans,A,07/20/2004,GOODS,,T,"""08-2002"""
006-610,6,Metal flanges,A,07/20/2004,GOODS,,T,"""08-2002"""
006-61,6,Alloys used for casting,A,04-02-1991,GOODS,,,"""07-1997"""
006-609,6,Cotter pins,D,01-01-2012,GOODS,"1-1-2012 This entry of 7-20-2004 was deleted because under the 10th Edition of the Nice Agreement, these goods must be specified as being made of metal for classification in Class 6.",,"""10-2012"""
006-608,6,Copper-base alloy ingots,A,07/20/2004,GOODS,,T,"""08-2002"""
006-607,6,Copper ores,A,07/20/2004,GOODS,,T,"""08-2002"""
006-606,6,Copper ingots,A,07/20/2004,GOODS,,T,"""08-2002"""
006-605,6,Containers of metal for transport,A,07/20/2004,GOODS,,T,"""08-2002"""
006-604,6,"Containers of metal for chemicals, compressed gases and liquids",A,07/20/2004,GOODS,,T,"""08-2002"""
006-603,6,Cold-finished steel bars,A,07/20/2004,GOODS,,T,"""08-2002"""
006-602,6,Cobalt ores,A,07/20/2004,GOODS,,T,"""08-2002"""
006-601,6,Clad steel plates and sheets,A,07/20/2004,GOODS,,T,"""08-2002"""
006-600,6,Chrome iron ores,A,07/20/2004,GOODS,,T,"""08-2002"""
006-60,6,Metal cladding for construction and building,A,04-02-1991,GOODS,,,"""07-1997"""
006-599,6,Ceiling supports of metal,A,07/20/2004,GOODS,,T,"""08-2002"""
006-593,6,Cast iron material for railroad tracks,A,07/20/2004,GOODS,,T,"""08-2002"""
006-591,6,Cast iron,A,07/20/2004,GOODS,,T,"""08-2002"""
006-590,6,Casings of metal,A,07/20/2004,GOODS,,T,"""08-2002"""
006-59,6,Metal chimneys,A,04-02-1991,GOODS,,,"""07-1997"""
006-589,6,Carbon steels,A,07/20/2004,GOODS,,T,"""08-2002"""
006-588,6,Cantilevered brackets of metal,A,07/20/2004,GOODS,,T,"""08-2002"""
006-587,6,Cans of metal,A,07/20/2004,GOODS,,T,"""08-2002"""
006-586,6,Cable thimbles of metal,A,07/20/2004,GOODS,,T,"""08-2002"""
006-583,6,Cable clamps of metal,A,07/20/2004,GOODS,,T,"""08-2002"""
006-582,6,Materials of metal for scaffolds,A,07/20/2004,GOODS,,T,"""08-2002"""
006-581,6,Materials of metal for railway construction,A,07/20/2004,GOODS,,T,"""08-2002"""
006-580,6,Manganese ores,A,07/20/2004,GOODS,,T,"""08-2002"""
006-579,6,Magnesium ingots,A,07/20/2004,GOODS,,T,"""08-2002"""
006-577,6,Magnesium alloy ingots,A,07/20/2004,GOODS,,T,"""08-2002"""
006-576,6,Low copper carbon-steel scraps,A,07/20/2004,GOODS,,T,"""08-2002"""
006-771,6,"Building materials, namely, in-wall trash and recyclable containment system sold as a unit, namely, in-wall metal trash chute device for mounting and spring-loaded chute doors",X,02-09-2007,GOODS,"07-04-2013: Status changed from ""A"" - Added to ""X"" - example.",,"""10-2013"""
006-770,6,Portable metal free-standing barriers,A,02-01-2007,GOODS,"1-1-13: These goods are classified in Classes 6 and 19 as metal and non-metal portable structures, respectively. Freestanding partitions and display units, on the other hand, are classified in Class 20, as furniture (notwithstanding the material composition of the goods).",,"""09-2007"""
006-77,6,Metal door panels,A,04-02-1991,GOODS,,,"""07-1997"""
006-769,6,Metal ornamental subceiling panel units,A,01-11-2007,GOODS,,,"""09-2007"""
006-768,6,Bar hangers and parts and fittings therefor made of metal for electrical fixtures/housing,A,01-04-2007,GOODS,,,"""09-2007"""
006-767,6,Bar hangers and parts and fittings therefor made of metal for lighting fixtures,A,01-04-2007,GOODS,,,"""09-2007"""
006-766,6,Refractory furnace linings of metal,A,01-01-2007,GOODS,,,"""09-2007"""
006-765,6,Refractory shapes of metal,A,01-01-2007,GOODS,,,"""09-2007"""
006-764,6,Semi-refractory bricks of metal,A,01-01-2007,GOODS,,,"""09-2007"""
006-763,6,Refractory construction materials of metal,A,01-01-2007,GOODS,,T,"""09-2007"""
006-762,6,Refractory castable mixes of metal,A,01-01-2007,GOODS,,,"""09-2007"""
006-761,6,Duckboards of metal,A,01-01-2007,GOODS,,T,"""09-2007"""
006-760,6,Refractory blocks of metal,A,01-01-2007,GOODS,,,"""09-2007"""
006-76,6,Metal door frames,A,04-02-1991,GOODS,,,"""07-1997"""
006-758,6,Wind-driven bird-repelling devices made of metal,A,01-01-2007,GOODS,,T,"""09-2007"""
006-756,6,Refractory bricks of metal,A,01-01-2007,GOODS,,,"""09-2007"""
006-755,6,Fired refractory materials of metal,A,01-01-2007,GOODS,,,"""09-2007"""
006-754,6,Bronze,A,08/17/2006,GOODS,,T,"""08-2002"""
006-753,6,Stair treads of metal,A,04-01-2006,GOODS,,T,"""08-2002"""
006-750,6,Portable mobile metal office buildings,A,08-01-2004,GOODS,,T,"""08-2002"""
006-75,6,Metal door bolts,A,04-02-1991,GOODS,,,"""07-1997"""
006-199,6,Metal tool boxes,A,04-02-1991,GOODS,,,"""07-1997"""
006-198,6,Metal time capsules,A,04-02-1991,GOODS,,,"""07-1997"""
006-197,6,Metal tiles,A,04-02-1991,GOODS,,,"""07-1997"""
006-196,6,Metal threaded fasteners,A,04-02-1991,GOODS,,,"""07-1997"""
006-195,6,Metal guard rails,A,04-02-1991,GOODS,,,"""07-1997"""
006-194,6,Metal greenhouse frames,A,04-02-1991,GOODS,,,"""07-1997"""
006-193,6,Metal gratings,A,04-02-1991,GOODS,,,"""07-1997"""
006-192,6,Metal gates and fencing panels,A,04-02-1991,GOODS,,,"""07-1997"""
006-191,6,Metal gates and fencing,A,04-02-1991,GOODS,,,"""07-1997"""
006-190,6,Metal gates and fences,A,04-02-1991,GOODS,,,"""07-1997"""
006-187,6,Metal railroad ties,A,04-02-1991,GOODS,,,"""07-1997"""
006-186,6,Metal posts,A,04-02-1991,GOODS,,,"""07-1997"""
006-185,6,Metal plugs,A,04-02-1991,GOODS,,,"""07-1997"""
006-183,6,Metal pipe muffs for use with {indicate type of pipe} pipe,A,04-02-1991,GOODS,"While most metal pipes and their metal parts are in Class 6, those that are parts of sanitary installations are in Class 11.",,"""08-2002"""
006-182,6,Metal pipe muffs,A,04-02-1991,GOODS,"While most metal pipes and their metal parts are in Class 6, those that are parts of sanitary installations are in Class 11.",,"""07-1997"""
006-180,6,Metal pipe couplings and joints,A,04-02-1991,GOODS,"While most metal pipes and their metal parts are in Class 6, those that are parts of sanitary installations are in Class 11.",,"""07-1997"""
